identificador_cliente,ingresos_mensuales_cop,score_credito
5873,3196218.06,835
5874,2811025.68,672
5875,5613515.14,734
5876,1940292.56,345
5877,1718807.86,354
5878,3980166.13,377
5879,6488784.07,790
5880,5294608.66,571
5881,4344710.57,849
5882,5373411.26,410
5883,3931250.69,314
5884,8040253.62,377
5885,1695315.21,800
5886,6148418.65,717
5887,7717235.19,574
5888,7087969.9,793
5889,2625095.45,496
5890,3430669.71,675
5891,6462745.16,362
5892,1906748.03,660
5893,7145404.24,843
5894,6476130.0,409
5895,6553167.87,493
5896,2021737.87,818
5897,6467875.92,758
5898,6194690.5,600
5899,7282641.93,795
5900,1599490.89,448
5901,1466396.81,760
5902,3985651.12,438
5903,2371275.64,591
5904,5320368.24,634
5905,7904912.09,483
5906,4118654.06,606
5907,7383642.72,561
5908,1301734.3,609
5909,2513305.43,643
5910,1519049.49,723
5911,3662659.7,813
5912,7838965.09,823
5913,1998055.29,560
5914,5666150.39,661
5915,4550770.76,468
5916,8056971.13,499
5917,2182137.83,684
5918,2826600.52,611
5919,1512702.17,611
5920,4424333.8,694
5921,3300396.88,650
5922,7563322.72,327
5923,5655573.86,432
5924,5721453.31,679
5925,5129757.02,827
5926,1961322.43,586
5927,4504134.52,583
5928,8496437.37,526
5929,7313650.89,726
5930,7732905.19,326
5931,7227229.79,631
5932,2041900.19,416
5933,2937627.43,388
5934,1322475.89,421
5935,3485272.9,332
5936,2081973.3,697
5937,4704112.09,824
5938,6175317.92,323
5939,7596438.12,624
5940,6694363.59,333
5941,8057816.29,546
5942,1688067.69,318
5943,1387694.81,329
5944,6061634.42,348
5945,3383337.35,479
5946,3125207.32,669
5947,3682387.03,694
5948,3242531.62,795
5949,4982342.13,730
5950,4469068.82,506
5951,4989485.57,334
5952,6143538.0,712
5953,4087339.66,663
5954,3109415.35,609
5955,2496643.87,578
5956,3816213.66,451
5957,6641006.62,526
5958,6748275.35,542
5959,6101718.78,309
5960,2985002.86,691
5961,5534220.97,347
5962,5408965.56,503
5963,4786716.63,456
5964,5259848.7,325
5965,4840892.55,720
5966,5371285.84,563
5967,6451642.87,828
5968,2089323.0,769
5969,6697305.42,553
5970,2278380.28,845
5971,1779721.59,446
5972,8327773.74,625
5973,8190340.74,637
5974,1735143.12,417
5975,4491424.78,464
5976,2640963.56,849
5977,4794483.26,497
5978,7277276.15,673
5979,8144404.78,428
5980,5866619.1,713
5981,3848120.8,679
5982,5643944.07,300
5983,3546409.4,466
5984,7850730.21,315
5985,7566883.33,411
5986,5319268.6,667
5987,3638552.19,401
5988,3412405.66,705
5989,1540609.56,806
5990,7173910.13,339
5991,4542759.13,847
5992,3640957.08,680
5993,4691994.56,815
5994,7194913.53,796
5995,2197222.3,580
5996,7475123.12,650
5997,7762063.61,633
5998,8116296.99,823
5999,4161913.55,582
6000,2863410.91,618
6001,3990213.89,713
6002,3696967.09,313
6003,2568308.17,355
6004,5672320.02,702
6005,4731693.96,641
6006,7533047.14,498
6007,1531188.98,591
6008,5935849.08,740
6009,6793231.93,377
6010,6768303.3,411
6011,7679732.56,834
6012,6549042.95,674
6013,7980232.44,415
6014,3695127.52,441
6015,4923107.8,496
6016,1401373.58,839
6017,1350094.63,598
6018,3028911.67,375
6019,2025811.82,829
6020,3173521.85,399
6021,2574711.72,778
6022,1505344.18,767
6023,7846989.85,591
6024,1359206.55,424
6025,6599791.44,818
6026,2395464.79,322
6027,7868053.28,461
6028,7728130.77,805
6029,6008088.25,320
6030,6140085.88,763
6031,1338441.82,782
6032,8391075.28,801
6033,7620394.75,608
6034,7744764.83,502
6035,6046560.67,715
6036,3782465.89,441
6037,7734270.27,406
6038,3398921.88,828
6039,5351523.11,836
6040,2018063.0,590
6041,7938080.54,610
6042,2313547.3,684
6043,2919257.0,352
6044,5318565.94,482
6045,6801469.6,668
6046,5759329.4,312
6047,2971364.17,459
6048,1306789.91,583
6049,6751484.18,586
6050,8393492.75,307
6051,7131374.47,371
6052,4613487.65,397
6053,7807124.28,386
6054,4250903.25,400
6055,5079525.41,580
6056,4735334.33,588
6057,4522891.88,495
6058,6881373.54,690
6059,5092736.13,749
6060,3580363.28,667
6061,3158738.81,729
6062,1571780.68,395
6063,5499005.17,560
6064,2955722.19,811
6065,2366564.24,420
6066,6007575.74,665
6067,6204706.66,631
6068,6715515.22,351
6069,4925753.65,695
6070,7737193.16,617
6071,8041667.82,576
6072,7113070.77,493
6073,5876273.07,320
6074,3486790.87,698
6075,8377203.44,501
6076,3273780.4,765
6077,2759129.84,450
6078,4483509.62,458
6079,1709252.11,609
6080,8345160.15,803
6081,5536721.61,325
6082,5310055.06,365
6083,6021733.22,562
6084,4878570.26,771
6085,1530857.32,466
6086,5708641.28,453
6087,6456451.91,642
6088,4300593.24,712
6089,6752528.12,483
6090,2934409.36,493
6091,2893191.46,301
6092,2462202.31,514
6093,3978362.27,782
6094,7398486.65,331
6095,7260966.85,314
6096,4056334.3,617
6097,5541654.9,542
6098,6489877.48,316
6099,3036688.78,833
6100,2510615.82,380
6101,8299091.15,735
6102,5746412.66,307
6103,8366193.2,586
6104,3731843.11,485
6105,6361828.24,823
6106,2902746.18,721
6107,3180641.23,765
6108,4985695.27,382
6109,3601250.5,782
6110,2506875.26,624
6111,3192741.05,718
6112,1557388.44,350
6113,6371850.07,326
6114,4843239.93,844
6115,1978550.08,361
6116,2536196.75,470
6117,2038248.67,585
6118,5710668.22,416
6119,1978314.62,303
6120,6730832.8,365
6121,1447678.62,359
6122,3095505.67,801
6123,7712800.07,528
6124,6473425.49,399
6125,1825372.0,418
6126,7212107.95,368
6127,4849852.88,520
6128,7396837.8,522
6129,5625326.38,803
6130,6209197.83,510
6131,8453211.23,561
6132,2972815.93,817
6133,5792408.14,547
6134,4614314.01,556
6135,1584054.06,362
6136,1404188.62,691
6137,2158445.76,839
6138,5973460.53,716
6139,5383574.23,352
6140,5284692.84,337
6141,1529368.69,607
6142,4678981.57,352
6143,7957284.29,751
6144,4162661.46,760
6145,5799441.78,785
6146,6914694.46,436
6147,6944262.01,671
6148,5038816.59,555
6149,7477254.01,694
6150,4117922.27,336
6151,7698591.15,446
6152,3029635.6,307
6153,3317558.13,550
6154,1682468.49,746
6155,7028189.22,562
6156,4302797.7,738
6157,2949639.62,558
6158,2968890.0,622
6159,7790079.58,829
6160,7304199.52,600
6161,5285422.37,784
6162,5735997.76,391
6163,4715144.11,463
6164,4119999.11,634
6165,7891433.54,614
6166,2204411.47,537
6167,4312816.89,382
6168,3780845.74,408
6169,4886685.19,477
6170,4594949.5,549
6171,5036004.63,390
6172,2307416.64,638
6173,4994618.81,468
6174,3045415.46,438
6175,2627185.71,816
6176,1766806.38,483
6177,6791098.42,469
6178,4377581.83,661
6179,5811834.52,543
6180,6538672.07,437
6181,6191079.99,327
6182,4687605.18,818
6183,4092869.41,697
6184,4006911.35,632
6185,5908351.34,616
6186,4862519.36,725
6187,7413752.19,435
6188,7597854.29,566
6189,2528034.72,406
6190,2280882.29,437
6191,5838886.67,346
6192,3468825.39,667
6193,1433709.18,305
6194,7698227.22,822
6195,2933685.52,828
6196,7990820.69,571
6197,6465528.05,365
6198,6791105.13,719
6199,2750522.77,638
6200,2986199.86,797
6201,5053127.83,768
6202,2539118.94,630
6203,3499108.19,430
6204,3614529.84,829
6205,2449335.52,737
6206,2777316.4,542
6207,6977573.26,762
6208,2503810.15,649
6209,1504893.22,316
6210,5831355.59,765
6211,8327078.46,662
6212,3684739.47,509
6213,2154321.06,824
6214,5406788.74,719
6215,7825750.32,432
6216,6945244.81,313
6217,5782114.25,343
6218,3568406.78,676
6219,5201537.25,594
6220,1956962.86,695
6221,6188407.05,403
6222,6520691.34,744
6223,8248227.68,361
6224,3174860.98,711
6225,1432886.22,620
6226,5228380.94,430
6227,6388891.63,498
6228,6990933.83,335
6229,2694920.32,515
6230,3184620.66,605
6231,4990654.66,311
6232,3680325.83,382
6233,7495682.7,331
6234,4711073.11,707
6235,7056966.24,385
6236,5480462.28,710
6237,6866249.02,555
6238,3695245.5,540
6239,7286199.68,751
6240,3276920.67,300
6241,5231911.42,581
6242,2840851.21,813
6243,4723790.96,418
6244,3590861.51,804
6245,3220264.7,379
6246,8262292.13,518
6247,2452533.56,816
6248,6968746.03,765
6249,8385987.71,817
6250,1443290.68,801
6251,6332997.38,357
6252,3120965.0,636
6253,1591512.34,809
6254,4200804.97,725
6255,8033568.23,669
6256,1384708.68,710
6257,5532776.98,731
6258,4910054.65,495
6259,7588365.98,676
6260,1904812.34,664
6261,6206987.42,704
6262,6196789.83,791
6263,6117376.12,365
6264,8084808.36,690
6265,7226230.21,382
6266,1602203.63,780
6267,4691796.53,528
6268,4165262.0,524
6269,3533059.99,412
6270,4549624.42,484
6271,4066198.13,811
6272,4412804.08,472
6273,8350685.43,822
6274,1938157.42,504
6275,7940062.26,837
6276,4757704.34,618
6277,5790944.17,458
6278,7277317.36,577
6279,3895333.81,447
6280,4399037.74,382
6281,4248533.06,718
6282,3998063.36,837
6283,7963811.12,848
6284,7268295.22,691
6285,2084799.93,432
6286,2078488.14,541
6287,4380660.51,750
6288,2010333.11,499
6289,5757470.29,416
6290,2334579.57,518
6291,5061087.5,604
6292,1351983.62,542
6293,3579493.71,591
6294,6175773.21,600
6295,4785080.37,687
6296,8343540.3,508
6297,7593547.33,613
6298,3885309.61,325
6299,1627503.1,378
6300,7388509.36,427
6301,7860887.03,712
6302,7208517.23,436
6303,2221239.57,633
6304,8484988.97,847
6305,3161806.4,687
6306,6514275.37,529
6307,7837851.11,720
6308,2996947.22,423
6309,7839461.59,387
6310,3528267.37,440
6311,8330175.2,350
6312,3325072.15,704
6313,8164737.94,636
6314,1685521.49,665
6315,6406758.48,557
6316,5131200.16,687
6317,4740714.96,344
6318,2909159.06,568
6319,6380289.69,610
6320,2673828.34,577
6321,5280460.93,774
6322,3123366.61,444
6323,8180473.93,534
6324,1506144.6,435
6325,2738043.62,744
6326,3044636.37,652
6327,4281288.35,693
6328,2975657.74,574
6329,4837713.45,683
6330,7581751.77,622
6331,6426856.63,482
6332,5475726.26,739
6333,1940822.88,362
6334,6296743.18,333
6335,2498182.85,776
6336,6961845.18,386
6337,3100408.66,509
6338,4302750.84,761
6339,3823385.46,380
6340,7483460.19,621
6341,2211120.1,714
6342,5372643.15,489
6343,2322843.59,532
6344,6374530.02,691
6345,7816562.52,468
6346,4429175.11,742
6347,4814264.27,467
6348,7977444.42,530
6349,5051138.0,449
6350,4810708.75,849
6351,5463969.54,685
6352,6262454.1,680
6353,2069560.3,574
6354,7211995.8,361
6355,4435636.2,766
6356,1820909.27,827
6357,6960515.22,449
6358,4014039.8,441
6359,2022645.96,415
6360,5863209.08,364
6361,7636945.74,728
6362,7691825.27,609
6363,8195177.02,729
6364,7547479.31,460
6365,1315414.62,605
6366,4037736.4,660
6367,7193506.58,577
6368,3937021.64,595
6369,5631149.25,468
6370,5665482.02,758
6371,3928182.19,306
6372,7812212.28,431
6373,4923244.09,646
6374,4646446.28,552
6375,8482098.97,709
6376,4853202.62,842
6377,2584467.41,654
6378,4994099.84,667
6379,7160920.5,810
6380,6893394.35,832
6381,6977788.71,827
6382,6397771.24,827
6383,3130368.37,701
6384,7507005.42,474
6385,7732792.95,377
6386,2697899.42,739
6387,2239280.58,848
6388,8324355.77,531
6389,7551932.54,699
6390,7731300.26,512
6391,7681909.97,492
6392,5200145.13,566
6393,5954092.5,425
6394,5226612.54,681
6395,1668685.71,843
6396,6667622.21,801
6397,4938390.64,702
6398,5963505.34,560
6399,4919006.6,686
6400,4841041.52,711
6401,2536881.59,645
6402,3306738.75,393
6403,2443739.38,627
6404,2708797.33,399
6405,8305437.14,760
6406,2402416.81,614
6407,3238747.05,324
6408,5552245.54,793
6409,5693285.75,652
6410,2408613.73,416
6411,7014765.47,498
6412,6953460.65,578
6413,3008687.47,378
6414,3378397.38,723
6415,8053512.63,653
6416,7244834.41,825
6417,6324138.64,840
6418,1892079.19,776
6419,4311501.38,309
6420,5326973.48,802
6421,2649361.27,559
6422,4527231.39,823
6423,5627386.32,305
6424,3657112.1,334
6425,6922802.7,474
6426,7351236.99,741
6427,3629988.18,446
6428,7338331.51,492
6429,2045751.28,312
6430,7331649.51,829
6431,2399803.11,545
6432,1897075.5,413
6433,5920782.91,532
6434,4697949.03,621
6435,7836812.32,837
6436,3914962.21,425
6437,3367496.3,612
6438,4905291.32,810
6439,4582812.54,783
6440,3779881.93,580
6441,6294937.35,582
6442,6768845.2,691
6443,7441484.58,822
6444,8304567.55,681
6445,3219924.58,515
6446,6455873.07,841
6447,4138659.3,415
6448,6174990.2,808
6449,4727068.17,799
6450,8455166.34,570
6451,6548095.38,739
6452,8157937.36,590
6453,7311780.76,338
6454,7800887.28,323
6455,7163818.22,342
6456,4605945.74,469
6457,3112876.86,639
6458,3966305.26,468
6459,1445700.88,837
6460,5072750.81,771
6461,4936416.16,442
6462,5081803.35,400
6463,8313024.82,774
6464,7862468.82,610
6465,2464332.0,359
6466,3955954.16,328
6467,4352484.49,830
6468,3895837.01,372
6469,7049170.94,693
6470,5073071.22,693
6471,5419118.68,780
6472,7441697.62,772
6473,7102682.7,612
6474,2251922.96,737
6475,6440185.01,623
6476,4435140.13,386
6477,3421472.1,658
6478,1660135.51,496
6479,4808196.83,684
6480,3859144.1,417
6481,3110893.89,797
6482,6301636.45,761
6483,6840294.79,795
6484,3062484.54,546
6485,1656021.54,533
6486,7411019.44,716
6487,1371710.14,766
6488,8047209.96,781
6489,5818863.09,664
6490,3617295.77,452
6491,3074640.95,571
6492,1364840.78,691
6493,2995394.2,846
6494,2291643.77,729
6495,5707596.79,488
6496,2499128.24,551
6497,5106134.83,694
6498,5548838.24,518
6499,3445900.23,489
6500,1552467.63,533
6501,1568227.94,531
6502,1489700.79,657
6503,6621697.6,777
6504,3589669.87,728
6505,7033361.34,536
6506,4408476.33,332
6507,4561586.33,512
6508,4992754.74,678
6509,6433826.49,301
6510,3269220.63,749
6511,2175428.92,726
6512,5303612.81,578
6513,3654238.89,513
6514,4485937.46,584
6515,5958016.3,842
6516,4857705.34,573
6517,5766007.48,310
6518,5218240.02,346
6519,6626533.88,814
6520,6382743.65,737
6521,5146167.22,726
6522,6188101.75,731
6523,7589629.14,429
6524,4412353.27,321
6525,4271894.12,688
6526,6802568.47,434
6527,5494387.63,831
6528,1811248.82,519
6529,7723206.51,632
6530,1521638.34,429
6531,6688453.76,331
6532,6763317.83,724
6533,8162399.81,597
6534,1689767.74,803
6535,5597369.4,656
6536,4380452.11,754
6537,3680557.27,700
6538,1950293.63,754
6539,5351109.66,333
6540,4749093.22,547
6541,2052792.1,341
6542,5709924.45,422
6543,6613262.47,326
6544,6824403.77,761
6545,7818686.96,446
6546,4248189.34,795
6547,8162123.93,785
6548,7531091.72,759
6549,3434811.31,427
6550,2446837.87,675
6551,4434803.65,382
6552,4193670.7,834
6553,5445179.0,822
6554,5500380.87,402
6555,6699906.29,818
6556,4971207.63,661
6557,2054723.01,555
6558,7479697.62,546
6559,3530305.0,491
6560,8293341.71,834
6561,2148592.78,613
6562,8199408.44,575
6563,1955285.01,672
6564,2963460.19,743
6565,1635375.58,494
6566,6376814.66,557
6567,7422150.9,659
6568,4425311.79,847
6569,7985358.94,407
6570,5550153.32,323
6571,5836051.38,764
6572,7387018.25,321
6573,3436961.48,801
6574,3850713.19,800
6575,7822853.82,706
6576,7786937.17,629
6577,8330675.99,585
6578,7793235.88,446
6579,2217078.66,683
6580,7230814.86,310
6581,4250837.04,575
6582,8433769.76,602
6583,4700422.94,503
6584,5287619.79,644
6585,5114379.39,565
6586,3616506.61,321
6587,1840159.04,835
6588,7748688.86,395
6589,7079265.85,744
6590,2304592.82,562
6591,6892731.55,682
6592,5806096.0,849
6593,4245835.27,691
6594,3128952.27,839
6595,7490047.24,391
6596,6341355.47,458
6597,5243727.35,527
6598,5688893.44,772
6599,1955676.51,671
6600,4712222.28,675
6601,2694642.11,336
6602,2800362.49,336
6603,6061388.53,400
6604,7861044.29,842
6605,4207047.6,489
6606,2795794.77,811
6607,5970977.95,389
6608,7572546.73,305
6609,6687895.37,438
6610,7555052.06,394
6611,5163193.63,685
6612,6713508.96,422
6613,2308464.83,584
6614,3807577.23,665
6615,4104753.98,789
6616,4981329.37,624
6617,7989349.79,706
6618,7594935.23,818
6619,2268583.54,376
6620,2544085.49,533
6621,3875011.96,783
6622,3393355.83,763
6623,5726350.86,570
6624,7799987.54,766
6625,8228499.1,768
6626,6005941.26,846
6627,7334746.25,569
6628,5081455.84,677
6629,2799954.02,476
6630,5077756.57,573
6631,5296594.73,326
6632,6645694.46,359
6633,2883157.53,516
6634,3951834.75,569
6635,3920997.78,415
6636,8207965.09,544
6637,4496403.71,384
6638,6736676.56,749
6639,6705841.95,835
6640,3211918.13,388
6641,5417461.76,848
6642,7738980.83,806
6643,4721423.58,707
6644,8104846.05,570
6645,2844099.25,823
6646,1833945.56,793
6647,7718467.89,747
6648,7403304.63,842
6649,8446647.11,649
6650,6191633.11,627
6651,8044153.07,585
6652,7254032.98,334
6653,7379869.6,832
6654,5397819.31,787
6655,4053025.11,786
6656,8028818.12,444
6657,4411243.66,823
6658,5179499.44,445
6659,4512023.01,802
6660,5366691.86,826
6661,4687636.57,571
6662,1645366.42,833
6663,7650746.94,394
6664,4499635.5,746
6665,5540394.27,714
6666,2302152.18,556
6667,1324392.51,561
6668,3066088.67,386
6669,6373019.43,735
6670,2014200.62,407
6671,7843989.57,318
6672,2848162.5,664
6673,2773074.02,678
6674,2606857.32,459
6675,1400668.33,399
6676,6856999.37,564
6677,7600248.62,348
6678,5721971.46,714
6679,2655039.87,358
6680,3354001.58,482
6681,4726672.22,746
6682,8171290.85,600
6683,3080929.88,653
6684,6567850.51,512
6685,4464027.21,488
6686,3444500.91,646
6687,4582594.75,436
6688,1812688.37,329
6689,7050549.07,445
6690,3051773.88,767
6691,6522967.29,802
6692,1792108.27,490
6693,8176709.6,770
6694,2689707.89,644
6695,7655742.95,300
6696,7128207.11,409
6697,8268591.45,363
6698,4740812.76,352
6699,6537260.52,561
6700,3969116.73,828
6701,2627451.31,601
6702,4490146.72,533
6703,2493392.91,372
6704,8370721.28,656
6705,1992974.74,783
6706,5542324.41,305
6707,5810539.76,436
6708,5174172.71,703
6709,6067738.38,505
6710,2136501.58,709
6711,5296133.37,335
6712,3367930.51,529
6713,8069267.66,526
6714,6786915.9,561
6715,8302104.27,430
6716,1570403.7,747
6717,3352958.86,485
6718,2707042.62,485
6719,1380313.03,573
6720,3044745.26,651
6721,6187187.08,712
6722,2963840.24,450
6723,4964824.81,683
6724,7692290.43,335
6725,6295057.03,625
6726,4141329.3,764
6727,3981776.36,765
6728,4581297.86,394
6729,2574698.38,433
6730,5864805.53,461
6731,3921900.3,599
6732,7437030.51,655
6733,6747179.15,539
6734,5695694.78,466
6735,3922256.0,439
6736,2811509.19,438
6737,6888293.42,534
6738,4802145.51,302
6739,2918200.27,555
6740,2705257.23,670
6741,2490886.51,577
6742,6895560.61,815
6743,2948707.73,511
6744,5091824.3,515
6745,4551133.8,569
6746,5473198.47,775
6747,7615515.28,827
6748,7547781.21,363
6749,4547747.72,759
6750,1410637.01,315
6751,4370395.4,318
6752,5664593.47,624
6753,5315906.27,392
6754,5989619.96,316
6755,2409345.27,787
6756,5955052.71,393
6757,2615091.65,309
6758,6703772.66,827
6759,3741430.82,788
6760,6411247.12,443
6761,1644632.31,814
6762,4236592.18,769
6763,6376248.56,676
6764,2933467.72,793
6765,7026066.72,783
6766,5841614.08,751
6767,5530444.76,835
6768,3845551.75,374
6769,4773650.59,339
6770,5600914.97,601
6771,4701727.22,361
6772,6327855.93,802
6773,4422617.92,544
6774,2756366.91,317
6775,2840323.24,697
6776,1341787.14,488
6777,3466895.55,403
6778,6692207.01,643
6779,7017971.5,670
6780,2757766.3,332
6781,8205116.78,673
6782,4917300.11,477
6783,7902246.99,311
6784,6388710.03,755
6785,6501520.65,548
6786,1912314.07,747
6787,2883936.11,303
6788,1363466.8,535
6789,6456119.01,472
6790,3779955.68,621
6791,6963898.12,670
6792,3740340.78,847
6793,7199203.02,595
6794,2241027.43,699
6795,2548286.73,357
6796,3754311.09,829
6797,4241109.2,847
6798,3810660.24,707
6799,6798258.63,812
6800,1998050.03,363
6801,3828762.54,719
6802,7328128.0,445
6803,1780938.96,571
6804,8084873.26,316
6805,8401481.26,397
6806,1937690.85,751
6807,3397162.16,542
6808,3981284.8,778
6809,6890017.85,500
6810,5590673.05,772
6811,5939433.04,478
6812,6754070.72,807
6813,2149448.8,752
6814,7299108.09,569
6815,6380462.59,533
6816,5456860.42,785
6817,7706094.41,637
6818,6342205.75,747
6819,2752239.73,656
6820,4394166.74,348
6821,4857108.64,795
6822,1697566.91,645
6823,8173390.1,592
6824,2225756.28,449
6825,6321721.12,844
6826,4944863.46,559
6827,1484552.2,621
6828,7958181.83,376
6829,7433225.02,409
6830,5074657.08,846
6831,2948384.82,722
6832,2175684.81,693
6833,3916425.85,534
6834,3139083.62,629
6835,4948176.65,624
6836,8258146.93,450
6837,5439665.15,845
6838,7707503.6,331
6839,5986327.63,571
6840,4721774.99,667
6841,7453174.45,791
6842,4693850.39,615
6843,7554122.83,667
6844,3399352.74,379
6845,2227454.13,471
6846,7458264.14,557
6847,5529389.18,578
6848,7701465.27,803
6849,8052355.89,790
6850,1686124.41,636
6851,4906978.97,820
6852,3999744.75,625
6853,5806180.46,471
6854,7013856.62,383
6855,3320249.56,823
6856,5308948.37,780
6857,6402845.78,843
6858,2267903.8,717
6859,7161281.72,638
6860,5663989.12,619
6861,8136669.55,603
6862,3744608.22,571
6863,2078650.78,413
6864,4946808.65,706
6865,1917837.56,325
6866,8280590.97,536
6867,1578531.7,609
6868,6725228.09,532
6869,5080737.27,848
6870,3954068.7,564
6871,1774063.58,312
6872,5779601.85,795
6873,5513586.37,615
6874,3322359.57,683
6875,7853596.25,615
6876,3489592.05,555
6877,4538022.96,740
6878,5215089.68,414
6879,2021669.52,598
6880,8011564.38,423
6881,3996660.3,555
6882,1881610.34,346
6883,4088496.45,762
6884,5621458.34,649
6885,4998299.24,422
6886,6300702.21,330
6887,1699484.38,354
6888,3348692.39,452
6889,7198460.15,755
6890,1875234.55,585
6891,7459498.87,335
6892,1961651.86,555
6893,7308070.35,477
6894,3897676.49,847
6895,5707905.26,553
6896,2400787.23,807
6897,1776414.8,320
6898,2854755.07,374
6899,2220547.49,759
6900,3549322.46,477
6901,5003559.37,681
6902,5539068.14,336
6903,6987050.37,419
6904,6024927.23,300
6905,5683059.94,610
6906,4264830.6,507
6907,4711420.73,453
6908,4284549.97,614
6909,7363595.42,606
6910,2956003.26,803
6911,1341190.71,819
6912,5989503.26,396
6913,2757727.72,789
6914,7708828.98,306
6915,7485133.57,311
6916,1852437.08,813
6917,2065996.52,648
6918,4865235.46,306
6919,5686403.17,799
6920,3279340.03,774
6921,6460943.56,823
6922,5583395.35,356
6923,3638733.59,532
6924,1482674.71,329
6925,6701082.03,666
6926,2846226.39,355
6927,7308210.95,309
6928,4326089.87,446
6929,5454957.59,663
6930,7585230.86,552
6931,7518085.61,552
6932,3974940.94,742
6933,2804000.03,639
6934,6881051.76,815
6935,4418177.47,652
6936,2682702.35,622
6937,7811862.46,439
6938,2726350.2,744
6939,1485811.61,394
6940,1446015.81,719
6941,5780670.57,813
6942,6064060.44,449
6943,3539500.28,650
6944,3604079.12,415
6945,3744356.19,536
6946,6197141.54,569
6947,1718563.3,590
6948,7989637.74,733
6949,2902151.52,308
6950,8497647.08,774
6951,2534963.4,821
6952,6855134.49,836
6953,2908570.32,310
6954,1882096.97,626
6955,7599519.94,575
6956,7483009.07,669
6957,4205706.83,789
6958,6357252.23,644
6959,5310874.72,667
6960,7441284.02,610
6961,3568402.98,784
6962,5070441.28,314
6963,4794681.07,303
6964,3848121.95,675
6965,7718476.46,668
6966,2494321.06,764
6967,2376462.2,832
6968,5453748.65,436
6969,6033958.46,662
6970,2701258.63,515
6971,4113165.58,667
6972,8115259.67,416
6973,3075645.44,478
6974,6112197.06,545
6975,6629075.63,427
6976,4526526.64,657
6977,8050187.1,377
6978,6603928.49,592
6979,4597056.97,381
6980,5399213.45,641
6981,6286816.79,637
6982,5563769.3,395
6983,7626622.6,444
6984,3869598.37,820
6985,3459177.33,696
6986,2839640.0,656
6987,1572037.37,485
6988,1609700.54,842
6989,7564397.39,450
6990,6184430.65,618
6991,6055833.39,358
6992,5725428.3,309
6993,7414377.84,423
6994,4757921.86,655
6995,7566957.97,645
6996,3888004.19,536
6997,7972294.03,632
6998,6330330.26,316
6999,3151675.38,723
7000,5361411.44,623
7001,5137820.04,322
7002,2292871.52,758
7003,5556948.92,759
7004,3566456.49,820
7005,1676911.12,720
7006,8130324.34,702
7007,5918730.66,630
7008,7613816.31,756
7009,6167603.24,782
7010,3870282.58,797
7011,4991354.12,326
7012,6165376.67,696
7013,8213816.74,487
7014,3126420.11,439
7015,7599834.82,820
7016,7953360.2,391
7017,6126991.71,376
7018,8005119.72,543
7019,4164725.83,387
7020,8161716.47,593
7021,6360036.72,394
7022,1602441.53,552
7023,7829484.39,698
7024,4788204.23,353
7025,4614354.29,542
7026,5378559.56,409
7027,2375568.74,520
7028,4677995.55,461
7029,7284115.96,334
7030,1411473.71,336
7031,3265003.55,669
7032,1317673.02,476
7033,4293121.43,820
7034,6543871.68,574
7035,7051157.17,404
7036,8105366.28,455
7037,5681233.21,635
7038,3133313.44,325
7039,7953865.23,595
7040,6882273.43,836
7041,5435885.08,654
7042,6308609.55,368
7043,7955077.76,626
7044,6429237.01,450
7045,3952296.45,619
7046,6433803.06,751
7047,1590002.77,411
7048,4082192.05,761
7049,4225525.83,661
7050,2501235.29,502
7051,1466215.46,786
7052,2260344.9,779
7053,6013274.77,303
7054,7076479.48,428
7055,8415065.15,325
7056,3793817.22,326
7057,5615530.4,341
7058,8047443.76,363
7059,2502700.83,324
7060,6467048.22,371
7061,6735846.88,781
7062,1940623.86,567
7063,7500995.57,394
7064,7154356.34,694
7065,1540501.65,663
7066,1955807.79,614
7067,1653713.64,416
7068,3710153.43,463
7069,4966880.73,605
7070,5132903.64,499
7071,3227200.67,479
7072,7863497.58,657
7073,3951492.09,551
7074,1627961.12,598
7075,3461635.2,729
7076,5123987.84,303
7077,4239197.12,553
7078,3271666.14,395
7079,2245527.4,466
7080,7197984.4,630
7081,8472245.74,361
7082,3672703.36,473
7083,4047671.52,552
7084,5749870.18,760
7085,6472778.62,514
7086,4122612.65,538
7087,7815492.52,714
7088,5332028.72,425
7089,4542808.55,552
7090,5956043.82,496
7091,8160187.71,712
7092,7020776.52,755
7093,1588094.54,353
7094,3692631.36,638
7095,4687921.73,658
7096,3564526.52,450
7097,6341350.44,399
7098,7249137.88,533
7099,6565684.69,843
7100,8423199.67,361
7101,3262343.06,495
7102,7599924.36,841
7103,6819683.19,405
7104,3907687.05,594
7105,6585696.71,750
7106,2049346.89,833
7107,6983201.07,455
7108,5132780.34,705
7109,3404489.24,674
7110,6021596.57,754
7111,5919663.99,501
7112,2808300.8,751
7113,1518861.39,486
7114,4422082.63,667
7115,5400485.46,639
7116,7611558.0,561
7117,7983160.93,842
7118,5107397.57,605
7119,6727385.08,464
7120,4462983.56,387
7121,6671791.53,499
7122,2774570.98,570
7123,3971666.09,350
7124,5866441.59,788
7125,1430737.35,497
7126,6501721.43,322
7127,7315855.61,522
7128,4173819.96,520
7129,4525185.4,565
7130,7429231.93,372
7131,6884713.37,376
7132,3374676.32,843
7133,3632627.97,734
7134,6187923.27,364
7135,5355026.27,656
7136,2468052.91,317
7137,3531495.35,735
7138,7779879.59,740
7139,6254855.94,308
7140,8399015.09,769
7141,6822490.22,647
7142,8082215.91,671
