identificador_cliente,sector_economico,fecha_afiliacion
6694,Ganadería/Agro,2020-08-25
6695,Independientes,2020-08-25
6696,Ganadería/Agro,2020-08-25
6697,Independientes,2020-08-25
6698,Ganadería/Agro,2020-08-25
6699,Comercio Minorista,2020-08-25
6700,Minería/Servicios,2020-08-25
6701,Independientes,2020-08-25
6702,Ganadería/Agro,2020-08-25
6703,Minería/Servicios,2020-08-25
6704,Ganadería/Agro,2020-08-25
6705,Minería/Servicios,2020-08-25
6706,Minería/Servicios,2020-08-25
6707,Ganadería/Agro,2020-08-25
6708,Independientes,2020-08-25
6709,Independientes,2020-08-25
6710,Comercio Minorista,2020-08-25
6711,Minería/Servicios,2020-08-25
6712,Comercio Minorista,2020-08-25
6713,Comercio Minorista,2020-08-26
6714,Ganadería/Agro,2020-08-26
6715,Ganadería/Agro,2020-08-26
6716,Ganadería/Agro,2020-08-26
6717,Minería/Servicios,2020-08-26
6718,Ganadería/Agro,2020-08-26
6719,Ganadería/Agro,2020-08-26
6720,Minería/Servicios,2020-08-26
6721,Minería/Servicios,2020-08-26
6722,Independientes,2020-08-26
6723,Ganadería/Agro,2020-08-26
6724,Ganadería/Agro,2020-08-26
6725,Ganadería/Agro,2020-08-26
6726,Independientes,2020-08-26
6727,Ganadería/Agro,2020-08-26
6728,Independientes,2020-08-26
6729,Comercio Minorista,2020-08-26
6730,Independientes,2020-08-26
6731,Comercio Minorista,2020-08-26
6732,Ganadería/Agro,2020-08-26
6733,Comercio Minorista,2020-08-26
6734,Independientes,2020-08-26
6735,Minería/Servicios,2020-08-26
6736,Comercio Minorista,2020-08-26
6737,Comercio Minorista,2020-08-27
6738,Ganadería/Agro,2020-08-27
6739,Independientes,2020-08-27
6740,Comercio Minorista,2020-08-27
6741,Comercio Minorista,2020-08-27
6742,Comercio Minorista,2020-08-27
6743,Comercio Minorista,2020-08-27
6744,Minería/Servicios,2020-08-27
6745,Independientes,2020-08-27
6746,Ganadería/Agro,2020-08-27
6747,Ganadería/Agro,2020-08-27
6748,Minería/Servicios,2020-08-27
6749,Independientes,2020-08-27
6750,Comercio Minorista,2020-08-27
6751,Minería/Servicios,2020-08-27
6752,Independientes,2020-08-27
6753,Comercio Minorista,2020-08-27
6754,Minería/Servicios,2020-08-27
6755,Independientes,2020-08-27
6756,Ganadería/Agro,2020-08-27
6757,Ganadería/Agro,2020-08-27
6758,Independientes,2020-08-27
6759,Ganadería/Agro,2020-08-27
6760,Independientes,2020-08-27
6761,Comercio Minorista,2020-08-28
6762,Independientes,2020-08-28
6763,Comercio Minorista,2020-08-28
6764,Minería/Servicios,2020-08-28
6765,Independientes,2020-08-28
6766,Minería/Servicios,2020-08-28
6767,Ganadería/Agro,2020-08-28
6768,Comercio Minorista,2020-08-28
6769,Independientes,2020-08-28
6770,Minería/Servicios,2020-08-28
6771,Comercio Minorista,2020-08-28
6772,Comercio Minorista,2020-08-28
6773,Ganadería/Agro,2020-08-28
6774,Ganadería/Agro,2020-08-28
6775,Comercio Minorista,2020-08-28
6776,Comercio Minorista,2020-08-28
6777,Independientes,2020-08-28
6778,Comercio Minorista,2020-08-28
6779,Independientes,2020-08-28
6780,Comercio Minorista,2020-08-28
6781,Ganadería/Agro,2020-08-28
6782,Independientes,2020-08-28
6783,Minería/Servicios,2020-08-28
6784,Ganadería/Agro,2020-08-28
6785,Independientes,2020-08-29
6786,Independientes,2020-08-29
6787,Minería/Servicios,2020-08-29
6788,Independientes,2020-08-29
6789,Comercio Minorista,2020-08-29
6790,Minería/Servicios,2020-08-29
6791,Ganadería/Agro,2020-08-29
6792,Ganadería/Agro,2020-08-29
6793,Comercio Minorista,2020-08-29
6794,Ganadería/Agro,2020-08-29
6795,Independientes,2020-08-29
6796,Independientes,2020-08-29
6797,Comercio Minorista,2020-08-29
6798,Ganadería/Agro,2020-08-29
6799,Ganadería/Agro,2020-08-29
6800,Comercio Minorista,2020-08-29
6801,Minería/Servicios,2020-08-29
6802,Ganadería/Agro,2020-08-29
6803,Minería/Servicios,2020-08-29
6804,Ganadería/Agro,2020-08-29
6805,Ganadería/Agro,2020-08-29
6806,Ganadería/Agro,2020-08-29
6807,Ganadería/Agro,2020-08-29
6808,Independientes,2020-08-29
6809,Minería/Servicios,2020-08-30
6810,Minería/Servicios,2020-08-30
6811,Ganadería/Agro,2020-08-30
6812,Ganadería/Agro,2020-08-30
6813,Minería/Servicios,2020-08-30
6814,Independientes,2020-08-30
6815,Comercio Minorista,2020-08-30
6816,Comercio Minorista,2020-08-30
6817,Minería/Servicios,2020-08-30
6818,Ganadería/Agro,2020-08-30
6819,Ganadería/Agro,2020-08-30
6820,Independientes,2020-08-30
6821,Comercio Minorista,2020-08-30
6822,Independientes,2020-08-30
6823,Comercio Minorista,2020-08-30
6824,Minería/Servicios,2020-08-30
6825,Comercio Minorista,2020-08-30
6826,Independientes,2020-08-30
6827,Independientes,2020-08-30
6828,Independientes,2020-08-30
6829,Minería/Servicios,2020-08-30
6830,Comercio Minorista,2020-08-30
6831,Comercio Minorista,2020-08-30
6832,Independientes,2020-08-30
6833,Comercio Minorista,2020-08-31
6834,Ganadería/Agro,2020-08-31
6835,Ganadería/Agro,2020-08-31
6836,Ganadería/Agro,2020-08-31
6837,Comercio Minorista,2020-08-31
6838,Minería/Servicios,2020-08-31
6839,Minería/Servicios,2020-08-31
6840,Minería/Servicios,2020-08-31
6841,Minería/Servicios,2020-08-31
6842,Ganadería/Agro,2020-08-31
6843,Ganadería/Agro,2020-08-31
6844,Independientes,2020-08-31
6845,Comercio Minorista,2020-08-31
6846,Comercio Minorista,2020-08-31
6847,Minería/Servicios,2020-08-31
6848,Ganadería/Agro,2020-08-31
6849,Minería/Servicios,2020-08-31
6850,Independientes,2020-08-31
6851,Comercio Minorista,2020-08-31
6852,Comercio Minorista,2020-08-31
6853,Minería/Servicios,2020-08-31
6854,Independientes,2020-08-31
6855,Comercio Minorista,2020-08-31
6856,Independientes,2020-08-31
6857,Independientes,2020-09-01
6858,Minería/Servicios,2020-09-01
6859,Ganadería/Agro,2020-09-01
6860,Minería/Servicios,2020-09-01
6861,Ganadería/Agro,2020-09-01
6862,Independientes,2020-09-01
6863,Ganadería/Agro,2020-09-01
6864,Independientes,2020-09-01
6865,Comercio Minorista,2020-09-01
6866,Comercio Minorista,2020-09-01
6867,Comercio Minorista,2020-09-01
6868,Minería/Servicios,2020-09-01
6869,Minería/Servicios,2020-09-01
6870,Independientes,2020-09-01
6871,Comercio Minorista,2020-09-01
6872,Minería/Servicios,2020-09-01
6873,Comercio Minorista,2020-09-01
6874,Minería/Servicios,2020-09-01
6875,Ganadería/Agro,2020-09-01
6876,Ganadería/Agro,2020-09-01
6877,Comercio Minorista,2020-09-01
6878,Independientes,2020-09-01
6879,Minería/Servicios,2020-09-01
6880,Minería/Servicios,2020-09-01
6881,Ganadería/Agro,2020-09-02
6882,Ganadería/Agro,2020-09-02
6883,Independientes,2020-09-02
6884,Independientes,2020-09-02
6885,Independientes,2020-09-02
6886,Comercio Minorista,2020-09-02
6887,Ganadería/Agro,2020-09-02
6888,Comercio Minorista,2020-09-02
6889,Ganadería/Agro,2020-09-02
6890,Ganadería/Agro,2020-09-02
6891,Minería/Servicios,2020-09-02
6892,Ganadería/Agro,2020-09-02
6893,Ganadería/Agro,2020-09-02
6894,Comercio Minorista,2020-09-02
6895,Ganadería/Agro,2020-09-02
6896,Comercio Minorista,2020-09-02
6897,Independientes,2020-09-02
6898,Ganadería/Agro,2020-09-02
6899,Ganadería/Agro,2020-09-02
6900,Comercio Minorista,2020-09-02
6901,Independientes,2020-09-02
6902,Minería/Servicios,2020-09-02
6903,Independientes,2020-09-02
6904,Comercio Minorista,2020-09-02
6905,Independientes,2020-09-03
6906,Comercio Minorista,2020-09-03
6907,Comercio Minorista,2020-09-03
6908,Minería/Servicios,2020-09-03
6909,Ganadería/Agro,2020-09-03
6910,Comercio Minorista,2020-09-03
6911,Comercio Minorista,2020-09-03
6912,Minería/Servicios,2020-09-03
6913,Comercio Minorista,2020-09-03
6914,Ganadería/Agro,2020-09-03
6915,Minería/Servicios,2020-09-03
6916,Ganadería/Agro,2020-09-03
6917,Ganadería/Agro,2020-09-03
6918,Minería/Servicios,2020-09-03
6919,Comercio Minorista,2020-09-03
6920,Ganadería/Agro,2020-09-03
6921,Ganadería/Agro,2020-09-03
6922,Ganadería/Agro,2020-09-03
6923,Ganadería/Agro,2020-09-03
6924,Minería/Servicios,2020-09-03
6925,Minería/Servicios,2020-09-03
6926,Independientes,2020-09-03
6927,Independientes,2020-09-03
6928,Ganadería/Agro,2020-09-03
6929,Comercio Minorista,2020-09-04
6930,Ganadería/Agro,2020-09-04
6931,Comercio Minorista,2020-09-04
6932,Ganadería/Agro,2020-09-04
6933,Independientes,2020-09-04
6934,Independientes,2020-09-04
6935,Comercio Minorista,2020-09-04
6936,Ganadería/Agro,2020-09-04
6937,Comercio Minorista,2020-09-04
6938,Independientes,2020-09-04
6939,Ganadería/Agro,2020-09-04
6940,Ganadería/Agro,2020-09-04
6941,Comercio Minorista,2020-09-04
6942,Minería/Servicios,2020-09-04
6943,Comercio Minorista,2020-09-04
6944,Independientes,2020-09-04
6945,Independientes,2020-09-04
6946,Independientes,2020-09-04
6947,Independientes,2020-09-04
6948,Independientes,2020-09-04
6949,Minería/Servicios,2020-09-04
6950,Ganadería/Agro,2020-09-04
6951,Comercio Minorista,2020-09-04
6952,Comercio Minorista,2020-09-04
6953,Independientes,2020-09-05
6954,Comercio Minorista,2020-09-05
6955,Independientes,2020-09-05
6956,Minería/Servicios,2020-09-05
6957,Minería/Servicios,2020-09-05
6958,Ganadería/Agro,2020-09-05
6959,Minería/Servicios,2020-09-05
6960,Minería/Servicios,2020-09-05
6961,Ganadería/Agro,2020-09-05
6962,Comercio Minorista,2020-09-05
6963,Independientes,2020-09-05
6964,Independientes,2020-09-05
6965,Comercio Minorista,2020-09-05
6966,Ganadería/Agro,2020-09-05
6967,Comercio Minorista,2020-09-05
6968,Minería/Servicios,2020-09-05
6969,Ganadería/Agro,2020-09-05
6970,Ganadería/Agro,2020-09-05
6971,Ganadería/Agro,2020-09-05
6972,Independientes,2020-09-05
6973,Comercio Minorista,2020-09-05
6974,Ganadería/Agro,2020-09-05
6975,Ganadería/Agro,2020-09-05
6976,Ganadería/Agro,2020-09-05
6977,Comercio Minorista,2020-09-06
6978,Independientes,2020-09-06
6979,Minería/Servicios,2020-09-06
6980,Independientes,2020-09-06
6981,Ganadería/Agro,2020-09-06
6982,Independientes,2020-09-06
6983,Independientes,2020-09-06
6984,Minería/Servicios,2020-09-06
6985,Comercio Minorista,2020-09-06
6986,Comercio Minorista,2020-09-06
6987,Independientes,2020-09-06
6988,Independientes,2020-09-06
6989,Comercio Minorista,2020-09-06
6990,Comercio Minorista,2020-09-06
6991,Minería/Servicios,2020-09-06
6992,Ganadería/Agro,2020-09-06
6993,Independientes,2020-09-06
6994,Comercio Minorista,2020-09-06
6995,Independientes,2020-09-06
6996,Independientes,2020-09-06
6997,Comercio Minorista,2020-09-06
6998,Minería/Servicios,2020-09-06
6999,Independientes,2020-09-06
7000,Minería/Servicios,2020-09-06
7001,Comercio Minorista,2020-09-07
7002,Ganadería/Agro,2020-09-07
7003,Ganadería/Agro,2020-09-07
7004,Independientes,2020-09-07
7005,Comercio Minorista,2020-09-07
7006,Minería/Servicios,2020-09-07
7007,Independientes,2020-09-07
7008,Comercio Minorista,2020-09-07
7009,Comercio Minorista,2020-09-07
7010,Minería/Servicios,2020-09-07
7011,Independientes,2020-09-07
7012,Comercio Minorista,2020-09-07
7013,Comercio Minorista,2020-09-07
7014,Comercio Minorista,2020-09-07
7015,Minería/Servicios,2020-09-07
7016,Independientes,2020-09-07
7017,Independientes,2020-09-07
7018,Independientes,2020-09-07
7019,Independientes,2020-09-07
7020,Ganadería/Agro,2020-09-07
7021,Ganadería/Agro,2020-09-07
7022,Independientes,2020-09-07
7023,Minería/Servicios,2020-09-07
7024,Ganadería/Agro,2020-09-07
7025,Comercio Minorista,2020-09-08
7026,Ganadería/Agro,2020-09-08
7027,Comercio Minorista,2020-09-08
7028,Independientes,2020-09-08
7029,Ganadería/Agro,2020-09-08
7030,Minería/Servicios,2020-09-08
7031,Ganadería/Agro,2020-09-08
7032,Ganadería/Agro,2020-09-08
7033,Ganadería/Agro,2020-09-08
7034,Independientes,2020-09-08
7035,Minería/Servicios,2020-09-08
7036,Ganadería/Agro,2020-09-08
7037,Minería/Servicios,2020-09-08
7038,Independientes,2020-09-08
7039,Comercio Minorista,2020-09-08
7040,Ganadería/Agro,2020-09-08
7041,Minería/Servicios,2020-09-08
7042,Minería/Servicios,2020-09-08
7043,Independientes,2020-09-08
7044,Ganadería/Agro,2020-09-08
7045,Comercio Minorista,2020-09-08
7046,Minería/Servicios,2020-09-08
7047,Ganadería/Agro,2020-09-08
7048,Comercio Minorista,2020-09-08
7049,Minería/Servicios,2020-09-09
7050,Minería/Servicios,2020-09-09
7051,Comercio Minorista,2020-09-09
7052,Comercio Minorista,2020-09-09
7053,Independientes,2020-09-09
7054,Ganadería/Agro,2020-09-09
7055,Ganadería/Agro,2020-09-09
7056,Independientes,2020-09-09
7057,Minería/Servicios,2020-09-09
7058,Comercio Minorista,2020-09-09
7059,Comercio Minorista,2020-09-09
7060,Comercio Minorista,2020-09-09
7061,Minería/Servicios,2020-09-09
7062,Comercio Minorista,2020-09-09
7063,Comercio Minorista,2020-09-09
7064,Independientes,2020-09-09
7065,Minería/Servicios,2020-09-09
7066,Ganadería/Agro,2020-09-09
7067,Independientes,2020-09-09
7068,Independientes,2020-09-09
7069,Ganadería/Agro,2020-09-09
7070,Independientes,2020-09-09
7071,Minería/Servicios,2020-09-09
7072,Comercio Minorista,2020-09-09
7073,Minería/Servicios,2020-09-10
7074,Ganadería/Agro,2020-09-10
7075,Ganadería/Agro,2020-09-10
7076,Independientes,2020-09-10
7077,Minería/Servicios,2020-09-10
7078,Minería/Servicios,2020-09-10
7079,Ganadería/Agro,2020-09-10
7080,Minería/Servicios,2020-09-10
7081,Ganadería/Agro,2020-09-10
7082,Minería/Servicios,2020-09-10
7083,Minería/Servicios,2020-09-10
7084,Minería/Servicios,2020-09-10
7085,Ganadería/Agro,2020-09-10
7086,Independientes,2020-09-10
7087,Minería/Servicios,2020-09-10
7088,Ganadería/Agro,2020-09-10
7089,Ganadería/Agro,2020-09-10
7090,Minería/Servicios,2020-09-10
7091,Minería/Servicios,2020-09-10
7092,Independientes,2020-09-10
7093,Ganadería/Agro,2020-09-10
7094,Ganadería/Agro,2020-09-10
7095,Comercio Minorista,2020-09-10
7096,Ganadería/Agro,2020-09-10
7097,Independientes,2020-09-11
7098,Comercio Minorista,2020-09-11
7099,Comercio Minorista,2020-09-11
7100,Comercio Minorista,2020-09-11
7101,Minería/Servicios,2020-09-11
7102,Minería/Servicios,2020-09-11
7103,Ganadería/Agro,2020-09-11
7104,Comercio Minorista,2020-09-11
7105,Independientes,2020-09-11
7106,Minería/Servicios,2020-09-11
7107,Independientes,2020-09-11
7108,Independientes,2020-09-11
7109,Minería/Servicios,2020-09-11
7110,Minería/Servicios,2020-09-11
7111,Minería/Servicios,2020-09-11
7112,Minería/Servicios,2020-09-11
7113,Comercio Minorista,2020-09-11
7114,Comercio Minorista,2020-09-11
7115,Comercio Minorista,2020-09-11
7116,Comercio Minorista,2020-09-11
7117,Ganadería/Agro,2020-09-11
7118,Comercio Minorista,2020-09-11
7119,Minería/Servicios,2020-09-11
7120,Independientes,2020-09-11
7121,Comercio Minorista,2020-09-12
7122,Ganadería/Agro,2020-09-12
7123,Minería/Servicios,2020-09-12
7124,Independientes,2020-09-12
7125,Independientes,2020-09-12
7126,Comercio Minorista,2020-09-12
7127,Independientes,2020-09-12
7128,Comercio Minorista,2020-09-12
7129,Comercio Minorista,2020-09-12
7130,Minería/Servicios,2020-09-12
7131,Minería/Servicios,2020-09-12
7132,Ganadería/Agro,2020-09-12
7133,Minería/Servicios,2020-09-12
7134,Minería/Servicios,2020-09-12
7135,Comercio Minorista,2020-09-12
7136,Minería/Servicios,2020-09-12
7137,Comercio Minorista,2020-09-12
7138,Comercio Minorista,2020-09-12
7139,Minería/Servicios,2020-09-12
7140,Ganadería/Agro,2020-09-12
7141,Ganadería/Agro,2020-09-12
7142,Independientes,2020-09-12
7143,Independientes,2020-09-12
7144,Minería/Servicios,2020-09-12
7145,Ganadería/Agro,2020-09-13
7146,Comercio Minorista,2020-09-13
7147,Independientes,2020-09-13
7148,Comercio Minorista,2020-09-13
7149,Independientes,2020-09-13
7150,Minería/Servicios,2020-09-13
7151,Ganadería/Agro,2020-09-13
7152,Independientes,2020-09-13
7153,Ganadería/Agro,2020-09-13
7154,Comercio Minorista,2020-09-13
7155,Minería/Servicios,2020-09-13
7156,Ganadería/Agro,2020-09-13
7157,Minería/Servicios,2020-09-13
7158,Ganadería/Agro,2020-09-13
7159,Comercio Minorista,2020-09-13
7160,Comercio Minorista,2020-09-13
7161,Minería/Servicios,2020-09-13
7162,Comercio Minorista,2020-09-13
7163,Independientes,2020-09-13
7164,Ganadería/Agro,2020-09-13
7165,Comercio Minorista,2020-09-13
7166,Independientes,2020-09-13
7167,Minería/Servicios,2020-09-13
7168,Independientes,2020-09-13
7169,Minería/Servicios,2020-09-14
7170,Minería/Servicios,2020-09-14
7171,Ganadería/Agro,2020-09-14
7172,Ganadería/Agro,2020-09-14
7173,Independientes,2020-09-14
7174,Ganadería/Agro,2020-09-14
7175,Ganadería/Agro,2020-09-14
7176,Ganadería/Agro,2020-09-14
7177,Independientes,2020-09-14
7178,Comercio Minorista,2020-09-14
7179,Ganadería/Agro,2020-09-14
7180,Ganadería/Agro,2020-09-14
7181,Independientes,2020-09-14
7182,Comercio Minorista,2020-09-14
7183,Ganadería/Agro,2020-09-14
7184,Minería/Servicios,2020-09-14
7185,Independientes,2020-09-14
7186,Ganadería/Agro,2020-09-14
7187,Ganadería/Agro,2020-09-14
7188,Minería/Servicios,2020-09-14
7189,Minería/Servicios,2020-09-14
7190,Independientes,2020-09-14
7191,Independientes,2020-09-14
7192,Minería/Servicios,2020-09-14
7193,Independientes,2020-09-15
7194,Minería/Servicios,2020-09-15
7195,Ganadería/Agro,2020-09-15
7196,Minería/Servicios,2020-09-15
7197,Minería/Servicios,2020-09-15
7198,Comercio Minorista,2020-09-15
7199,Minería/Servicios,2020-09-15
7200,Minería/Servicios,2020-09-15
7201,Comercio Minorista,2020-09-15
7202,Independientes,2020-09-15
7203,Comercio Minorista,2020-09-15
7204,Ganadería/Agro,2020-09-15
7205,Comercio Minorista,2020-09-15
7206,Ganadería/Agro,2020-09-15
7207,Independientes,2020-09-15
7208,Comercio Minorista,2020-09-15
7209,Comercio Minorista,2020-09-15
7210,Independientes,2020-09-15
7211,Ganadería/Agro,2020-09-15
7212,Comercio Minorista,2020-09-15
7213,Ganadería/Agro,2020-09-15
7214,Comercio Minorista,2020-09-15
7215,Minería/Servicios,2020-09-15
7216,Comercio Minorista,2020-09-15
7217,Independientes,2020-09-16
7218,Independientes,2020-09-16
7219,Ganadería/Agro,2020-09-16
7220,Comercio Minorista,2020-09-16
7221,Ganadería/Agro,2020-09-16
7222,Ganadería/Agro,2020-09-16
7223,Minería/Servicios,2020-09-16
7224,Minería/Servicios,2020-09-16
7225,Independientes,2020-09-16
7226,Ganadería/Agro,2020-09-16
7227,Independientes,2020-09-16
7228,Comercio Minorista,2020-09-16
7229,Ganadería/Agro,2020-09-16
7230,Ganadería/Agro,2020-09-16
7231,Comercio Minorista,2020-09-16
7232,Comercio Minorista,2020-09-16
7233,Independientes,2020-09-16
7234,Independientes,2020-09-16
7235,Comercio Minorista,2020-09-16
7236,Independientes,2020-09-16
7237,Comercio Minorista,2020-09-16
7238,Ganadería/Agro,2020-09-16
7239,Ganadería/Agro,2020-09-16
7240,Minería/Servicios,2020-09-16
7241,Ganadería/Agro,2020-09-17
7242,Comercio Minorista,2020-09-17
7243,Independientes,2020-09-17
7244,Minería/Servicios,2020-09-17
7245,Independientes,2020-09-17
7246,Comercio Minorista,2020-09-17
7247,Ganadería/Agro,2020-09-17
7248,Minería/Servicios,2020-09-17
7249,Comercio Minorista,2020-09-17
7250,Minería/Servicios,2020-09-17
7251,Minería/Servicios,2020-09-17
7252,Ganadería/Agro,2020-09-17
7253,Comercio Minorista,2020-09-17
7254,Independientes,2020-09-17
7255,Minería/Servicios,2020-09-17
7256,Minería/Servicios,2020-09-17
7257,Independientes,2020-09-17
7258,Comercio Minorista,2020-09-17
7259,Minería/Servicios,2020-09-17
7260,Minería/Servicios,2020-09-17
7261,Minería/Servicios,2020-09-17
7262,Comercio Minorista,2020-09-17
7263,Comercio Minorista,2020-09-17
7264,Independientes,2020-09-17
7265,Comercio Minorista,2020-09-18
7266,Comercio Minorista,2020-09-18
7267,Ganadería/Agro,2020-09-18
7268,Independientes,2020-09-18
7269,Minería/Servicios,2020-09-18
7270,Comercio Minorista,2020-09-18
7271,Minería/Servicios,2020-09-18
7272,Minería/Servicios,2020-09-18
7273,Ganadería/Agro,2020-09-18
7274,Comercio Minorista,2020-09-18
7275,Independientes,2020-09-18
7276,Comercio Minorista,2020-09-18
7277,Minería/Servicios,2020-09-18
7278,Independientes,2020-09-18
7279,Comercio Minorista,2020-09-18
7280,Minería/Servicios,2020-09-18
7281,Minería/Servicios,2020-09-18
7282,Ganadería/Agro,2020-09-18
7283,Ganadería/Agro,2020-09-18
7284,Ganadería/Agro,2020-09-18
7285,Minería/Servicios,2020-09-18
7286,Comercio Minorista,2020-09-18
7287,Ganadería/Agro,2020-09-18
7288,Comercio Minorista,2020-09-18
7289,Ganadería/Agro,2020-09-19
7290,Independientes,2020-09-19
7291,Independientes,2020-09-19
7292,Ganadería/Agro,2020-09-19
7293,Minería/Servicios,2020-09-19
7294,Ganadería/Agro,2020-09-19
7295,Ganadería/Agro,2020-09-19
7296,Minería/Servicios,2020-09-19
7297,Independientes,2020-09-19
7298,Comercio Minorista,2020-09-19
7299,Ganadería/Agro,2020-09-19
7300,Minería/Servicios,2020-09-19
7301,Ganadería/Agro,2020-09-19
7302,Minería/Servicios,2020-09-19
7303,Comercio Minorista,2020-09-19
7304,Comercio Minorista,2020-09-19
7305,Independientes,2020-09-19
7306,Minería/Servicios,2020-09-19
7307,Minería/Servicios,2020-09-19
7308,Independientes,2020-09-19
7309,Independientes,2020-09-19
7310,Minería/Servicios,2020-09-19
7311,Independientes,2020-09-19
7312,Comercio Minorista,2020-09-19
7313,Ganadería/Agro,2020-09-20
7314,Comercio Minorista,2020-09-20
7315,Independientes,2020-09-20
7316,Minería/Servicios,2020-09-20
7317,Minería/Servicios,2020-09-20
7318,Comercio Minorista,2020-09-20
7319,Minería/Servicios,2020-09-20
7320,Independientes,2020-09-20
7321,Comercio Minorista,2020-09-20
7322,Minería/Servicios,2020-09-20
7323,Ganadería/Agro,2020-09-20
7324,Ganadería/Agro,2020-09-20
7325,Independientes,2020-09-20
7326,Minería/Servicios,2020-09-20
7327,Independientes,2020-09-20
7328,Comercio Minorista,2020-09-20
7329,Ganadería/Agro,2020-09-20
7330,Comercio Minorista,2020-09-20
7331,Minería/Servicios,2020-09-20
7332,Independientes,2020-09-20
7333,Independientes,2020-09-20
7334,Independientes,2020-09-20
7335,Comercio Minorista,2020-09-20
7336,Ganadería/Agro,2020-09-20
7337,Comercio Minorista,2020-09-21
7338,Comercio Minorista,2020-09-21
7339,Minería/Servicios,2020-09-21
7340,Minería/Servicios,2020-09-21
7341,Minería/Servicios,2020-09-21
7342,Ganadería/Agro,2020-09-21
7343,Ganadería/Agro,2020-09-21
7344,Minería/Servicios,2020-09-21
7345,Minería/Servicios,2020-09-21
7346,Ganadería/Agro,2020-09-21
7347,Independientes,2020-09-21
7348,Ganadería/Agro,2020-09-21
7349,Ganadería/Agro,2020-09-21
7350,Ganadería/Agro,2020-09-21
7351,Minería/Servicios,2020-09-21
7352,Independientes,2020-09-21
7353,Ganadería/Agro,2020-09-21
7354,Minería/Servicios,2020-09-21
7355,Comercio Minorista,2020-09-21
7356,Comercio Minorista,2020-09-21
7357,Ganadería/Agro,2020-09-21
7358,Comercio Minorista,2020-09-21
7359,Independientes,2020-09-21
7360,Comercio Minorista,2020-09-21
7361,Comercio Minorista,2020-09-22
7362,Independientes,2020-09-22
7363,Ganadería/Agro,2020-09-22
7364,Ganadería/Agro,2020-09-22
7365,Independientes,2020-09-22
7366,Independientes,2020-09-22
7367,Independientes,2020-09-22
7368,Comercio Minorista,2020-09-22
7369,Independientes,2020-09-22
7370,Minería/Servicios,2020-09-22
7371,Comercio Minorista,2020-09-22
7372,Ganadería/Agro,2020-09-22
7373,Ganadería/Agro,2020-09-22
7374,Ganadería/Agro,2020-09-22
7375,Comercio Minorista,2020-09-22
7376,Minería/Servicios,2020-09-22
7377,Independientes,2020-09-22
7378,Independientes,2020-09-22
7379,Ganadería/Agro,2020-09-22
7380,Ganadería/Agro,2020-09-22
7381,Comercio Minorista,2020-09-22
7382,Minería/Servicios,2020-09-22
7383,Independientes,2020-09-22
7384,Comercio Minorista,2020-09-22
7385,Independientes,2020-09-23
7386,Ganadería/Agro,2020-09-23
7387,Independientes,2020-09-23
7388,Minería/Servicios,2020-09-23
7389,Minería/Servicios,2020-09-23
7390,Ganadería/Agro,2020-09-23
7391,Minería/Servicios,2020-09-23
7392,Minería/Servicios,2020-09-23
7393,Comercio Minorista,2020-09-23
7394,Independientes,2020-09-23
7395,Ganadería/Agro,2020-09-23
7396,Ganadería/Agro,2020-09-23
7397,Ganadería/Agro,2020-09-23
7398,Ganadería/Agro,2020-09-23
7399,Ganadería/Agro,2020-09-23
7400,Minería/Servicios,2020-09-23
7401,Comercio Minorista,2020-09-23
7402,Ganadería/Agro,2020-09-23
7403,Comercio Minorista,2020-09-23
7404,Comercio Minorista,2020-09-23
7405,Minería/Servicios,2020-09-23
7406,Ganadería/Agro,2020-09-23
7407,Minería/Servicios,2020-09-23
7408,Ganadería/Agro,2020-09-23
7409,Minería/Servicios,2020-09-24
7410,Comercio Minorista,2020-09-24
7411,Ganadería/Agro,2020-09-24
7412,Independientes,2020-09-24
7413,Comercio Minorista,2020-09-24
7414,Independientes,2020-09-24
7415,Comercio Minorista,2020-09-24
7416,Minería/Servicios,2020-09-24
7417,Ganadería/Agro,2020-09-24
7418,Comercio Minorista,2020-09-24
7419,Minería/Servicios,2020-09-24
7420,Ganadería/Agro,2020-09-24
7421,Ganadería/Agro,2020-09-24
7422,Comercio Minorista,2020-09-24
7423,Ganadería/Agro,2020-09-24
7424,Comercio Minorista,2020-09-24
7425,Ganadería/Agro,2020-09-24
7426,Independientes,2020-09-24
7427,Minería/Servicios,2020-09-24
7428,Independientes,2020-09-24
7429,Comercio Minorista,2020-09-24
7430,Independientes,2020-09-24
7431,Comercio Minorista,2020-09-24
7432,Ganadería/Agro,2020-09-24
7433,Ganadería/Agro,2020-09-25
7434,Comercio Minorista,2020-09-25
7435,Independientes,2020-09-25
7436,Ganadería/Agro,2020-09-25
7437,Minería/Servicios,2020-09-25
7438,Ganadería/Agro,2020-09-25
7439,Minería/Servicios,2020-09-25
7440,Independientes,2020-09-25
7441,Minería/Servicios,2020-09-25
7442,Minería/Servicios,2020-09-25
7443,Minería/Servicios,2020-09-25
7444,Minería/Servicios,2020-09-25
7445,Ganadería/Agro,2020-09-25
7446,Minería/Servicios,2020-09-25
7447,Ganadería/Agro,2020-09-25
7448,Minería/Servicios,2020-09-25
7449,Comercio Minorista,2020-09-25
7450,Independientes,2020-09-25
7451,Minería/Servicios,2020-09-25
7452,Comercio Minorista,2020-09-25
7453,Minería/Servicios,2020-09-25
7454,Minería/Servicios,2020-09-25
